id,name,company,region,open_source,series,series_index,release_year,aliases,needs_review,notes,名称,属性,关系,变化
qwen3,Qwen3,阿里巴巴,中国,True,Qwen,8,2025,Qwen3,False,,这个模型的全称是 Qwen3，属于 Qwen 系列,它由 阿里巴巴 开发，是开源模型，开源旗舰,它在 Qwen 系列中，前一代是 QwQ-32B,它于 2025 年发布
qwen3-coder,Qwen3-Coder,阿里巴巴,中国,True,Qwen,9,2025,Qwen3-Coder,False,,这个模型的全称是 Qwen3-Coder，属于 Qwen 系列,它由 阿里巴巴 开发，是开源模型，代理编程,它在 Qwen 系列中，前一代是 Qwen3,它于 2025 年发布
qwen3-5,Qwen3.5,阿里巴巴,中国,True,Qwen,10,2026,Qwen3.5,False,,这个模型的全称是 Qwen3.5，属于 Qwen 系列,它由 阿里巴巴 开发，是开源模型，开源旗舰,它在 Qwen 系列中，前一代是 Qwen3-Coder,它于 2026 年发布
qwen3-5-omni,Qwen3.5-Omni,阿里巴巴,中国,True,Qwen,11,2026,Qwen3.5-Omni,False,,这个模型的全称是 Qwen3.5-Omni，属于 Qwen 系列,它由 阿里巴巴 开发，是开源模型，全模态,它在 Qwen 系列中，前一代是 Qwen3.5,它于 2026 年发布
qwen3-6,Qwen3.6,阿里巴巴,中国,True,Qwen,12,2026,Qwen3.6,True,,这个模型的全称是 Qwen3.6，属于 Qwen 系列,它由 阿里巴巴 开发，是开源模型，开源旗舰,它在 Qwen 系列中，前一代是 Qwen3.5-Omni,它于 2026 年发布
qwen3-7-max,Qwen3.7-Max,阿里巴巴,中国,True,Qwen,13,2026,Qwen3.7-Max,False,,这个模型的全称是 Qwen3.7-Max，属于 Qwen 系列,它由 阿里巴巴 开发，是开源模型，闭源智能体旗舰,它在 Qwen 系列中，前一代是 Qwen3.6,它于 2026 年发布
deepseek-llm,DeepSeek LLM,深度求索,中国,True,DeepSeek,0,2023,DeepSeek LLM|DeepSeekLLM,False,,这个模型的全称是 DeepSeek LLM，属于 DeepSeek 系列，也常写作 DeepSeekLLM,它由 深度求索 开发，是开源模型，初代开源,它在 DeepSeek 系列中，是该系列早期版本,它于 2023 年发布
deepseek-v2,DeepSeek-V2,深度求索,中国,True,DeepSeek,1,2024,DeepSeek-V2,False,,这个模型的全称是 DeepSeek-V2，属于 DeepSeek 系列,它由 深度求索 开发，是开源模型，MoE,它在 DeepSeek 系列中，前一代是 DeepSeek LLM,它于 2024 年发布
deepseek-v2-5,DeepSeek-V2.5,深度求索,中国,True,DeepSeek,2,2024,DeepSeek-V2.5,False,,这个模型的全称是 DeepSeek-V2.5，属于 DeepSeek 系列,它由 深度求索 开发，是开源模型,它在 DeepSeek 系列中，前一代是 DeepSeek-V2,它于 2024 年发布
deepseek-coder-v2,DeepSeek-Coder-V2,深度求索,中国,True,DeepSeek,3,2024,DeepSeek-Coder-V2,False,,这个模型的全称是 DeepSeek-Coder-V2，属于 DeepSeek 系列,它由 深度求索 开发，是开源模型，代码MoE,它在 DeepSeek 系列中，前一代是 DeepSeek-V2.5,它于 2024 年发布
deepseek-v3,DeepSeek-V3,深度求索,中国,True,DeepSeek,4,2024,DeepSeek-V3,False,,这个模型的全称是 DeepSeek-V3，属于 DeepSeek 系列,它由 深度求索 开发，是开源模型，开源旗舰,它在 DeepSeek 系列中，前一代是 DeepSeek-Coder-V2,它于 2024 年发布
deepseek-r1-zero,DeepSeek-R1-Zero,深度求索,中国,True,DeepSeek,5,2025,DeepSeek-R1-Zero,False,,这个模型的全称是 DeepSeek-R1-Zero，属于 DeepSeek 系列,它由 深度求索 开发，是开源模型，推理,它在 DeepSeek 系列中，前一代是 DeepSeek-V3,它于 2025 年发布
deepseek-r1,DeepSeek-R1,深度求索,中国,True,DeepSeek,6,2025,DeepSeek-R1,False,,这个模型的全称是 DeepSeek-R1，属于 DeepSeek 系列,它由 深度求索 开发，是开源模型，推理,它在 DeepSeek 系列中，前一代是 DeepSeek-R1-Zero,它于 2025 年发布
deepseek-v3-1,DeepSeek-V3.1,深度求索,中国,True,DeepSeek,7,2025,DeepSeek-V3.1,False,,这个模型的全称是 DeepSeek-V3.1，属于 DeepSeek 系列,它由 深度求索 开发，是开源模型，开源旗舰,它在 DeepSeek 系列中，前一代是 DeepSeek-R1,它于 2025 年发布
deepseek-v4,DeepSeek-V4,深度求索,中国,True,DeepSeek,8,2026,DeepSeek-V4,False,,这个模型的全称是 DeepSeek-V4，属于 DeepSeek 系列,它由 深度求索 开发，是开源模型，开源预览，1M上下文,它在 DeepSeek 系列中，前一代是 DeepSeek-V3.1,它于 2026 年发布
deepseek-v4-flash,DeepSeek-V4-Flash,深度求索,中国,True,DeepSeek,9,2026,DeepSeek-V4-Flash,False,,这个模型的全称是 DeepSeek-V4-Flash，属于 DeepSeek 系列,它由 深度求索 开发，是开源模型，高效轻量,它在 DeepSeek 系列中，前一代是 DeepSeek-V4,它于 2026 年发布
deepseek-v4-pro,DeepSeek-V4-Pro,深度求索,中国,True,DeepSeek,10,2026,DeepSeek-V4-Pro,False,,这个模型的全称是 DeepSeek-V4-Pro，属于 DeepSeek 系列,它由 深度求索 开发，是开源模型，开源旗舰,它在 DeepSeek 系列中，前一代是 DeepSeek-V4-Flash,它于 2026 年发布
moonshot-v1,Moonshot v1,月之暗面,中国,True,Kimi,0,2023,Moonshot v1|Moonshotv1,False,,这个模型的全称是 Moonshot v1，属于 Kimi 系列，也常写作 Moonshotv1,它由 月之暗面 开发，是开源模型，初代长上下文,它在 Kimi 系列中，是该系列早期版本,它于 2023 年发布
kimi-k1-5,Kimi K1.5,月之暗面,中国,True,Kimi,1,2025,Kimi K1.5|KimiK1.5,False,,这个模型的全称是 Kimi K1.5，属于 Kimi 系列，也常写作 KimiK1.5,它由 月之暗面 开发，是开源模型，推理,它在 Kimi 系列中，前一代是 Moonshot v1,它于 2025 年发布
kimi-k2,Kimi K2,月之暗面,中国,True,Kimi,2,2025,Kimi K2|KimiK2,False,,这个模型的全称是 Kimi K2，属于 Kimi 系列，也常写作 KimiK2,它由 月之暗面 开发，是开源模型，开源,它在 Kimi 系列中，前一代是 Kimi K1.5,它于 2025 年发布
kimi-k2-thinking,Kimi K2 Thinking,月之暗面,中国,True,Kimi,3,2025,Kimi K2 Thinking|KimiK2Thinking,False,,这个模型的全称是 Kimi K2 Thinking，属于 Kimi 系列，也常写作 KimiK2Thinking,它由 月之暗面 开发，是开源模型，开源思考,它在 Kimi 系列中，前一代是 Kimi K2,它于 2025 年发布
kimi-k2-5,Kimi K2.5,月之暗面,中国,True,Kimi,4,2026,Kimi K2.5|KimiK2.5,False,,这个模型的全称是 Kimi K2.5，属于 Kimi 系列，也常写作 KimiK2.5,它由 月之暗面 开发，是开源模型，开源多模态Agent,它在 Kimi 系列中，前一代是 Kimi K2 Thinking,它于 2026 年发布
kimi-k2-6,Kimi-K2.6,月之暗面,中国,True,Kimi,5,2026,Kimi-K2.6,False,,这个模型的全称是 Kimi-K2.6，属于 Kimi 系列,它由 月之暗面 开发，是开源模型，开源多模态Agent旗舰,它在 Kimi 系列中，前一代是 Kimi K2.5,它于 2026 年发布
glm-4,GLM-4,智谱AI,中国,True,GLM,0,2024,GLM-4,False,,这个模型的全称是 GLM-4，属于 GLM 系列,它由 智谱AI 开发，是开源模型,它在 GLM 系列中，是该系列早期版本,它于 2024 年发布
glm-4-5,GLM-4.5,智谱AI,中国,True,GLM,1,2025,GLM-4.5,False,,这个模型的全称是 GLM-4.5，属于 GLM 系列,它由 智谱AI 开发，是开源模型,它在 GLM 系列中，前一代是 GLM-4,它于 2025 年发布
glm-4-5-air,GLM-4.5-Air,智谱AI,中国,True,GLM,2,2025,GLM-4.5-Air,False,,这个模型的全称是 GLM-4.5-Air，属于 GLM 系列,它由 智谱AI 开发，是开源模型，轻量开源,它在 GLM 系列中，前一代是 GLM-4.5,它于 2025 年发布
glm-z1,GLM-Z1,智谱AI,中国,True,GLM,3,2025,GLM-Z1,False,,这个模型的全称是 GLM-Z1，属于 GLM 系列,它由 智谱AI 开发，是开源模型，推理,它在 GLM 系列中，前一代是 GLM-4.5-Air,它于 2025 年发布
glm-4-6,GLM-4.6,智谱AI,中国,True,GLM,4,2025,GLM-4.6,False,,这个模型的全称是 GLM-4.6，属于 GLM 系列,它由 智谱AI 开发，是开源模型,它在 GLM 系列中，前一代是 GLM-Z1,它于 2025 年发布
glm-4-7,GLM-4.7,智谱AI,中国,True,GLM,5,2025,GLM-4.7,False,,这个模型的全称是 GLM-4.7，属于 GLM 系列,它由 智谱AI 开发，是开源模型，年底迭代,它在 GLM 系列中，前一代是 GLM-4.6,它于 2025 年发布
glm-5,GLM-5,智谱AI,中国,True,GLM,6,2026,GLM-5,False,,这个模型的全称是 GLM-5，属于 GLM 系列,它由 智谱AI 开发，是开源模型，开源编程Agent旗舰,它在 GLM 系列中，前一代是 GLM-4.7,它于 2026 年发布
glm-5-1,GLM-5.1,智谱AI,中国,True,GLM,7,2026,GLM-5.1,False,,这个模型的全称是 GLM-5.1，属于 GLM 系列,它由 智谱AI 开发，是开源模型，长程增强,它在 GLM 系列中，前一代是 GLM-5,它于 2026 年发布
glm-5-2,GLM-5.2,智谱AI,中国,True,GLM,8,2026,GLM-5.2,False,,这个模型的全称是 GLM-5.2，属于 GLM 系列,它由 智谱AI 开发，是开源模型，1M无损上下文,它在 GLM 系列中，前一代是 GLM-5.1,它于 2026 年发布
glm-5-3,GLM-5.3,智谱AI,中国,True,GLM,9,2026,GLM-5.3,False,,这个模型的全称是 GLM-5.3，属于 GLM 系列,它由 智谱AI 开发，是开源模型，开源编程最强,它在 GLM 系列中，前一代是 GLM-5.2,它于 2026 年发布
minimax-text-01,MiniMax Text-01,MiniMax,中国,True,MiniMax,0,2025,MiniMax Text-01|MiniMaxText-01,False,,这个模型的全称是 MiniMax Text-01，属于 MiniMax 系列，也常写作 MiniMaxText-01,它由 MiniMax 开发，是开源模型，长上下文,它在 MiniMax 系列中，是该系列早期版本,它于 2025 年发布
minimax-m1,MiniMax M1,MiniMax,中国,True,MiniMax,1,2025,MiniMax M1|MiniMaxM1,False,,这个模型的全称是 MiniMax M1，属于 MiniMax 系列，也常写作 MiniMaxM1,它由 MiniMax 开发，是开源模型，推理MoE,它在 MiniMax 系列中，前一代是 MiniMax Text-01,它于 2025 年发布
minimax-m2,MiniMax M2,MiniMax,中国,True,MiniMax,2,2025,MiniMax M2|MiniMaxM2,False,,这个模型的全称是 MiniMax M2，属于 MiniMax 系列，也常写作 MiniMaxM2,它由 MiniMax 开发，是开源模型，开源,它在 MiniMax 系列中，前一代是 MiniMax M1,它于 2025 年发布
minimax-m2-5,MiniMax M2.5,MiniMax,中国,True,MiniMax,3,2026,MiniMax M2.5|MiniMaxM2.5,False,,这个模型的全称是 MiniMax M2.5，属于 MiniMax 系列，也常写作 MiniMaxM2.5,它由 MiniMax 开发，是开源模型，开源,它在 MiniMax 系列中，前一代是 MiniMax M2,它于 2026 年发布
minimax-m2-7,MiniMax M2.7,MiniMax,中国,True,MiniMax,4,2026,MiniMax M2.7|MiniMaxM2.7,False,,这个模型的全称是 MiniMax M2.7，属于 MiniMax 系列，也常写作 MiniMaxM2.7,它由 MiniMax 开发，是开源模型，Agent旗舰，自我进化,它在 MiniMax 系列中，前一代是 MiniMax M2.5,它于 2026 年发布
豆包-1-0,豆包 1.0,字节跳动,中国,False,豆包,0,2023,豆包 1.0|豆包1.0,False,,这个模型的全称是 豆包 1.0，属于 豆包 系列，也常写作 豆包1.0,它由 字节跳动 开发，是闭源模型,它在 豆包 系列中，是该系列早期版本,它于 2023 年发布
豆包-1-5,豆包 1.5,字节跳动,中国,False,豆包,1,2025,豆包 1.5|豆包1.5,False,,这个模型的全称是 豆包 1.5，属于 豆包 系列，也常写作 豆包1.5,它由 字节跳动 开发，是闭源模型，商用,它在 豆包 系列中，前一代是 豆包 1.0,它于 2025 年发布
豆包-1-5-pro,豆包 1.5 Pro,字节跳动,中国,False,豆包,2,2025,豆包 1.5 Pro|豆包1.5Pro,False,,这个模型的全称是 豆包 1.5 Pro，属于 豆包 系列，也常写作 豆包1.5Pro,它由 字节跳动 开发，是闭源模型，商用,它在 豆包 系列中，前一代是 豆包 1.5,它于 2025 年发布
豆包-1-6,豆包 1.6,字节跳动,中国,False,豆包,3,2025,豆包 1.6|豆包1.6,False,,这个模型的全称是 豆包 1.6，属于 豆包 系列，也常写作 豆包1.6,它由 字节跳动 开发，是闭源模型，256K思考模型,它在 豆包 系列中，前一代是 豆包 1.5 Pro,它于 2025 年发布
豆包-2-0,豆包 2.0,字节跳动,中国,False,豆包,4,2026,豆包 2.0|豆包2.0,False,,这个模型的全称是 豆包 2.0，属于 豆包 系列，也常写作 豆包2.0,它由 字节跳动 开发，是闭源模型，Pro/Lite/Mini系列旗舰,它在 豆包 系列中，前一代是 豆包 1.6,它于 2026 年发布
混元,混元,腾讯,中国,False,混元,0,2023,混元,False,,这个模型的全称是 混元，属于 混元 系列,它由 腾讯 开发，是闭源模型,它在 混元 系列中，是该系列早期版本,它于 2023 年发布
混元-turbo,混元 Turbo,腾讯,中国,False,混元,1,2024,混元 Turbo|混元Turbo,False,,这个模型的全称是 混元 Turbo，属于 混元 系列，也常写作 混元Turbo,它由 腾讯 开发，是闭源模型，商用,它在 混元 系列中，前一代是 混元,它于 2024 年发布
混元-large,混元 Large,腾讯,中国,False,混元,2,2024,混元 Large|混元Large,False,,这个模型的全称是 混元 Large，属于 混元 系列，也常写作 混元Large,它由 腾讯 开发，是闭源模型，商用,它在 混元 系列中，前一代是 混元 Turbo,它于 2024 年发布
混元-t1,混元 T1,腾讯,中国,False,混元,3,2025,混元 T1|混元T1,False,,这个模型的全称是 混元 T1，属于 混元 系列，也常写作 混元T1,它由 腾讯 开发，是闭源模型，推理,它在 混元 系列中，前一代是 混元 Large,它于 2025 年发布
文心-ernie-3-0,文心 ERNIE 3.0,百度,中国,False,文心,0,2021,文心 ERNIE 3.0|文心ERNIE3.0,False,,这个模型的全称是 文心 ERNIE 3.0，属于 文心 系列，也常写作 文心ERNIE3.0,它由 百度 开发，是闭源模型,它在 文心 系列中，是该系列早期版本,它于 2021 年发布
文心-ernie-3-5,文心 ERNIE 3.5,百度,中国,False,文心,1,2023,文心 ERNIE 3.5|文心ERNIE3.5,False,,这个模型的全称是 文心 ERNIE 3.5，属于 文心 系列，也常写作 文心ERNIE3.5,它由 百度 开发，是闭源模型,它在 文心 系列中，前一代是 文心 ERNIE 3.0,它于 2023 年发布
文心一言-4-0,文心一言 4.0,百度,中国,False,文心,2,2023,文心一言 4.0|文心一言4.0,False,,这个模型的全称是 文心一言 4.0，属于 文心 系列，也常写作 文心一言4.0,它由 百度 开发，是闭源模型，商用,它在 文心 系列中，前一代是 文心 ERNIE 3.5,它于 2023 年发布
ernie-x1,ERNIE X1,百度,中国,False,文心,3,2025,ERNIE X1|ERNIEX1,False,,这个模型的全称是 ERNIE X1，属于 文心 系列，也常写作 ERNIEX1,它由 百度 开发，是闭源模型，推理,它在 文心 系列中，前一代是 文心一言 4.0,它于 2025 年发布
文心一言-4-5,文心一言 4.5,百度,中国,False,文心,4,2025,文心一言 4.5|文心一言4.5,False,,这个模型的全称是 文心一言 4.5，属于 文心 系列，也常写作 文心一言4.5,它由 百度 开发，是闭源模型，商用,它在 文心 系列中，前一代是 ERNIE X1,它于 2025 年发布
文心-4-5-turbo,文心 4.5 Turbo,百度,中国,False,文心,5,2025,文心 4.5 Turbo|文心4.5Turbo,False,,这个模型的全称是 文心 4.5 Turbo，属于 文心 系列，也常写作 文心4.5Turbo,它由 百度 开发，是闭源模型，商用,它在 文心 系列中，前一代是 文心一言 4.5,它于 2025 年发布
step-1v,Step-1V,阶跃星辰,中国,True,Step,0,2023,Step-1V,False,,这个模型的全称是 Step-1V，属于 Step 系列,它由 阶跃星辰 开发，是开源模型，多模态,它在 Step 系列中，是该系列早期版本,它于 2023 年发布
step-2,Step-2,阶跃星辰,中国,True,Step,1,2025,Step-2,False,,这个模型的全称是 Step-2，属于 Step 系列,它由 阶跃星辰 开发，是开源模型，万亿MoE,它在 Step 系列中，前一代是 Step-1V,它于 2025 年发布
step-3,Step-3,阶跃星辰,中国,True,Step,2,2025,Step-3,False,,这个模型的全称是 Step-3，属于 Step 系列,它由 阶跃星辰 开发，是开源模型，开源多模态推理,它在 Step 系列中，前一代是 Step-2,它于 2025 年发布
yi-1-5,Yi-1.5,零一万物,中国,True,Yi,0,2024,Yi-1.5,False,,这个模型的全称是 Yi-1.5，属于 Yi 系列,它由 零一万物 开发，是开源模型，开源,它在 Yi 系列中，是该系列早期版本,它于 2024 年发布
yi-lightning,Yi-Lightning,零一万物,中国,True,Yi,1,2024,Yi-Lightning,False,,这个模型的全称是 Yi-Lightning，属于 Yi 系列,它由 零一万物 开发，是开源模型，开源,它在 Yi 系列中，前一代是 Yi-1.5,它于 2024 年发布
yi-2,Yi-2,零一万物,中国,True,Yi,2,2025,Yi-2,True,,这个模型的全称是 Yi-2，属于 Yi 系列,它由 零一万物 开发，是开源模型，开源,它在 Yi 系列中，前一代是 Yi-Lightning,它于 2025 年发布
baichuan-13b,Baichuan-13B,百川智能,中国,True,Baichuan,0,2023,Baichuan-13B,False,,这个模型的全称是 Baichuan-13B，属于 Baichuan 系列,它由 百川智能 开发，是开源模型，开源,它在 Baichuan 系列中，是该系列早期版本,它于 2023 年发布
baichuan2,Baichuan2,百川智能,中国,True,Baichuan,1,2023,Baichuan2,False,,这个模型的全称是 Baichuan2，属于 Baichuan 系列,它由 百川智能 开发，是开源模型，开源,它在 Baichuan 系列中，前一代是 Baichuan-13B,它于 2023 年发布
baichuan4,Baichuan4,百川智能,中国,True,Baichuan,2,2024,Baichuan4,False,,这个模型的全称是 Baichuan4，属于 Baichuan 系列,它由 百川智能 开发，是开源模型，开源,它在 Baichuan 系列中，前一代是 Baichuan2,它于 2024 年发布
skywork-13b,Skywork-13B,昆仑万维,中国,True,Skywork,0,2023,Skywork-13B,False,,这个模型的全称是 Skywork-13B，属于 Skywork 系列,它由 昆仑万维 开发，是开源模型，开源,它在 Skywork 系列中，是该系列早期版本,它于 2023 年发布
skywork-4o,Skywork 4o,昆仑万维,中国,True,Skywork,1,2024,Skywork 4o|Skywork4o,False,,这个模型的全称是 Skywork 4o，属于 Skywork 系列，也常写作 Skywork4o,它由 昆仑万维 开发，是开源模型，天工4.0多模态，o1版开源,它在 Skywork 系列中，前一代是 Skywork-13B,它于 2024 年发布
星火-v1-5,星火 V1.5,科大讯飞,中国,False,星火,0,2023,星火 V1.5|星火V1.5,False,,这个模型的全称是 星火 V1.5，属于 星火 系列，也常写作 星火V1.5,它由 科大讯飞 开发，是闭源模型,它在 星火 系列中，是该系列早期版本,它于 2023 年发布
星火-v2-0,星火 V2.0,科大讯飞,中国,False,星火,1,2023,星火 V2.0|星火V2.0,False,,这个模型的全称是 星火 V2.0，属于 星火 系列，也常写作 星火V2.0,它由 科大讯飞 开发，是闭源模型,它在 星火 系列中，前一代是 星火 V1.5,它于 2023 年发布
星火-v3-0,星火 V3.0,科大讯飞,中国,False,星火,2,2023,星火 V3.0|星火V3.0,False,,这个模型的全称是 星火 V3.0，属于 星火 系列，也常写作 星火V3.0,它由 科大讯飞 开发，是闭源模型,它在 星火 系列中，前一代是 星火 V2.0,它于 2023 年发布
星火-v3-5,星火 V3.5,科大讯飞,中国,False,星火,3,2024,星火 V3.5|星火V3.5,False,,这个模型的全称是 星火 V3.5，属于 星火 系列，也常写作 星火V3.5,它由 科大讯飞 开发，是闭源模型,它在 星火 系列中，前一代是 星火 V3.0,它于 2024 年发布
星火-4-0,星火 4.0,科大讯飞,中国,False,星火,4,2024,星火 4.0|星火4.0,False,,这个模型的全称是 星火 4.0，属于 星火 系列，也常写作 星火4.0,它由 科大讯飞 开发，是闭源模型，旗舰,它在 星火 系列中，前一代是 星火 V3.5,它于 2024 年发布
星火-4-0-turbo,星火 4.0 Turbo,科大讯飞,中国,False,星火,5,2024,星火 4.0 Turbo|星火4.0Turbo,False,,这个模型的全称是 星火 4.0 Turbo，属于 星火 系列，也常写作 星火4.0Turbo,它由 科大讯飞 开发，是闭源模型，商用,它在 星火 系列中，前一代是 星火 4.0,它于 2024 年发布
星火-x1,星火 X1,科大讯飞,中国,False,星火,6,2025,星火 X1|星火X1,False,,这个模型的全称是 星火 X1，属于 星火 系列，也常写作 星火X1,它由 科大讯飞 开发，是闭源模型，推理,它在 星火 系列中，前一代是 星火 4.0 Turbo,它于 2025 年发布
internlm,InternLM,上海人工智能实验室,中国,True,书生,0,2023,InternLM,False,,这个模型的全称是 InternLM，属于 书生 系列,它由 上海人工智能实验室 开发，是开源模型,它在 书生 系列中，是该系列早期版本,它于 2023 年发布
internlm2,InternLM2,上海人工智能实验室,中国,True,书生,1,2024,InternLM2,False,,这个模型的全称是 InternLM2，属于 书生 系列,它由 上海人工智能实验室 开发，是开源模型,它在 书生 系列中，前一代是 InternLM,它于 2024 年发布
internlm2-5,InternLM2.5,上海人工智能实验室,中国,True,书生,2,2024,InternLM2.5,False,,这个模型的全称是 InternLM2.5，属于 书生 系列,它由 上海人工智能实验室 开发，是开源模型,它在 书生 系列中，前一代是 InternLM2,它于 2024 年发布
internvl2-5,InternVL2.5,上海人工智能实验室,中国,True,书生,3,2024,InternVL2.5,False,,这个模型的全称是 InternVL2.5，属于 书生 系列,它由 上海人工智能实验室 开发，是开源模型，多模态,它在 书生 系列中，前一代是 InternLM2.5,它于 2024 年发布
internlm3,InternLM3,上海人工智能实验室,中国,True,书生,4,2025,InternLM3,False,,这个模型的全称是 InternLM3，属于 书生 系列,它由 上海人工智能实验室 开发，是开源模型,它在 书生 系列中，前一代是 InternVL2.5,它于 2025 年发布
minicpm,MiniCPM,面壁智能,中国,True,MiniCPM,0,2024,MiniCPM,False,,这个模型的全称是 MiniCPM，属于 MiniCPM 系列,它由 面壁智能 开发，是开源模型，端侧,它在 MiniCPM 系列中，是该系列早期版本,它于 2024 年发布
minicpm-v-2-6,MiniCPM-V 2.6,面壁智能,中国,True,MiniCPM,1,2024,MiniCPM-V 2.6|MiniCPM-V2.6,False,,这个模型的全称是 MiniCPM-V 2.6，属于 MiniCPM 系列，也常写作 MiniCPM-V2.6,它由 面壁智能 开发，是开源模型，多模态端侧,它在 MiniCPM 系列中，前一代是 MiniCPM,它于 2024 年发布
minicpm3,MiniCPM3,面壁智能,中国,True,MiniCPM,2,2024,MiniCPM3,False,,这个模型的全称是 MiniCPM3，属于 MiniCPM 系列,它由 面壁智能 开发，是开源模型，端侧,它在 MiniCPM 系列中，前一代是 MiniCPM-V 2.6,它于 2024 年发布
minicpm4,MiniCPM4,面壁智能,中国,True,MiniCPM,3,2025,MiniCPM4,False,,这个模型的全称是 MiniCPM4，属于 MiniCPM 系列,它由 面壁智能 开发，是开源模型，端侧,它在 MiniCPM 系列中，前一代是 MiniCPM3,它于 2025 年发布
盘古-5-0,盘古 5.0,华为,中国,False,盘古,0,2024,盘古 5.0|盘古5.0,False,,这个模型的全称是 盘古 5.0，属于 盘古 系列，也常写作 盘古5.0,它由 华为 开发，是闭源模型，全系列多模态强思维,它在 盘古 系列中，是该系列早期版本,它于 2024 年发布
phi-1,Phi-1,微软,美国,True,Phi,0,2023,Phi-1,False,,这个模型的全称是 Phi-1，属于 Phi 系列,它由 微软 开发，是开源模型，代码,它在 Phi 系列中，是该系列早期版本,它于 2023 年发布
phi-1-5,Phi-1.5,微软,美国,True,Phi,1,2023,Phi-1.5,False,,这个模型的全称是 Phi-1.5，属于 Phi 系列,它由 微软 开发，是开源模型,它在 Phi 系列中，前一代是 Phi-1,它于 2023 年发布
phi-2,Phi-2,微软,美国,True,Phi,2,2023,Phi-2,False,,这个模型的全称是 Phi-2，属于 Phi 系列,它由 微软 开发，是开源模型，小型,它在 Phi 系列中，前一代是 Phi-1.5,它于 2023 年发布
phi-3-mini,Phi-3-mini,微软,美国,True,Phi,3,2024,Phi-3-mini,False,,这个模型的全称是 Phi-3-mini，属于 Phi 系列,它由 微软 开发，是开源模型,它在 Phi 系列中，前一代是 Phi-2,它于 2024 年发布
phi-3-small,Phi-3-small,微软,美国,True,Phi,4,2024,Phi-3-small,False,,这个模型的全称是 Phi-3-small，属于 Phi 系列,它由 微软 开发，是开源模型,它在 Phi 系列中，前一代是 Phi-3-mini,它于 2024 年发布
phi-3-medium,Phi-3-medium,微软,美国,True,Phi,5,2024,Phi-3-medium,False,,这个模型的全称是 Phi-3-medium，属于 Phi 系列,它由 微软 开发，是开源模型,它在 Phi 系列中，前一代是 Phi-3-small,它于 2024 年发布
phi-3-5,Phi-3.5,微软,美国,True,Phi,6,2024,Phi-3.5,False,,这个模型的全称是 Phi-3.5，属于 Phi 系列,它由 微软 开发，是开源模型,它在 Phi 系列中，前一代是 Phi-3-medium,它于 2024 年发布
phi-4,Phi-4,微软,美国,True,Phi,7,2024,Phi-4,False,,这个模型的全称是 Phi-4，属于 Phi 系列,它由 微软 开发，是开源模型,它在 Phi 系列中，前一代是 Phi-3.5,它于 2024 年发布
phi-4-mini,Phi-4-mini,微软,美国,True,Phi,8,2025,Phi-4-mini,False,,这个模型的全称是 Phi-4-mini，属于 Phi 系列,它由 微软 开发，是开源模型，轻量,它在 Phi 系列中，前一代是 Phi-4,它于 2025 年发布
phi-4-multimodal,Phi-4-multimodal,微软,美国,True,Phi,9,2025,Phi-4-multimodal,False,,这个模型的全称是 Phi-4-multimodal，属于 Phi 系列,它由 微软 开发，是开源模型，多模态,它在 Phi 系列中，前一代是 Phi-4-mini,它于 2025 年发布
nemotron-4-340b,Nemotron-4 340B,英伟达,美国,True,Nemotron,0,2024,Nemotron-4 340B|Nemotron-4340B,False,,这个模型的全称是 Nemotron-4 340B，属于 Nemotron 系列，也常写作 Nemotron-4340B,它由 英伟达 开发，是开源模型，合成数据生成,它在 Nemotron 系列中，是该系列早期版本,它于 2024 年发布
llama-3-1-nemotron-70b,Llama-3.1-Nemotron-70B,英伟达,美国,True,Nemotron,1,2024,Llama-3.1-Nemotron-70B,False,,这个模型的全称是 Llama-3.1-Nemotron-70B，属于 Nemotron 系列,它由 英伟达 开发，是开源模型，RLHF开源权重,它在 Nemotron 系列中，前一代是 Nemotron-4 340B,它于 2024 年发布
llama-3-1-nemotron-ultra-253b,Llama-3.1-Nemotron-Ultra-253B,英伟达,美国,True,Nemotron,2,2025,Llama-3.1-Nemotron-Ultra-253B,False,,这个模型的全称是 Llama-3.1-Nemotron-Ultra-253B，属于 Nemotron 系列,它由 英伟达 开发，是开源模型，旗舰开源权重,它在 Nemotron 系列中，前一代是 Llama-3.1-Nemotron-70B,它于 2025 年发布
nova-micro,Nova Micro,亚马逊,美国,False,Nova,0,2024,Nova Micro|NovaMicro,False,,这个模型的全称是 Nova Micro，属于 Nova 系列，也常写作 NovaMicro,它由 亚马逊 开发，是闭源模型，文本轻量,它在 Nova 系列中，是该系列早期版本,它于 2024 年发布
nova-lite,Nova Lite,亚马逊,美国,False,Nova,1,2024,Nova Lite|NovaLite,False,,这个模型的全称是 Nova Lite，属于 Nova 系列，也常写作 NovaLite,它由 亚马逊 开发，是闭源模型，多模态轻量,它在 Nova 系列中，前一代是 Nova Micro,它于 2024 年发布
nova-pro,Nova Pro,亚马逊,美国,False,Nova,2,2024,Nova Pro|NovaPro,False,,这个模型的全称是 Nova Pro，属于 Nova 系列，也常写作 NovaPro,它由 亚马逊 开发，是闭源模型，多模态均衡,它在 Nova 系列中，前一代是 Nova Lite,它于 2024 年发布
